x1,x2,x3
-0.09421174820408851,-0.09421174820408851,0.09421174820090528
-0.09421074820409103,-0.09421074820409103,0.0942107482009078
-9.999961321227602e-7,-9.999961321227602e-7,1.0000004522225936e-6
3.2445836482530694,3.2445836482530694,0.09421274819999326
3.2445836482530694,3.2445836482530694,0.09421274819999326
-9.999961321227602e-7,-9.999961321227602e-7,1.0000004522225936e-6
4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13
2.8748974689264055,2.8748974689264055,0.0942137481982576
-9.999999974752427e-7,-9.999999974752427e-7,9.999999974752427e-7
-9.999999974752427e-7,-9.999999974752427e-7,9.999999974752427e-7
8.39,8.39,8.39
22.853906645860206,22.853906645860206,7.498085545443246
0.34265194116641307,0.34265194116641307,0.0
-11.260688045883285,-11.260688045883285,-2.581541615361516
3.244583648250939,3.244583648250939,0.09421274819933471
21.634885525196427,21.634885525196427,6.0549966852759
-9.999999974752427e-7,-9.999999974752427e-7,-9.999999974752427e-7
6.753427785761005,6.753427785761005,0.7977027063423066
-9.999999974752427e-7,-9.999999974752427e-7,9.999999974752427e-7
1.0e-6,1.0e-6,-1.0e-6
0.09421074820115949,0.09421074820115949,-0.09421074820115949
1.0e-6,1.0e-6,-1.0e-6
11.260688045883285,11.260688045883285,2.5815416153519237
1.0e-6,1.0e-6,-1.0e-6
0.0,0.0,0.0
-1.0e-6,-1.0e-6,-1.0e-6
0.0,0.0,0.0
-4.338472870765575,-4.338472870765575,-0.7977027063326476
-1.0e-6,-1.0e-6,2.908093907962603e-14
-1.0e-6,-1.0e-6,-1.8250245234594387e-12
6.873600939793949,6.873600939793949,0.7977007063448678
13.756699846116476,13.756699846116476,3.379243321711556
1.0e-6,1.0e-6,1.0e-6
0.0,0.0,0.0
-1.8684095047939309,-1.8684095047939309,0.0
-10.817442762598507,-10.817442762598507,-3.0274983426380757
-1.260513695968143,-1.260513695968143,3.410605131648481e-13
1.0e-6,1.0e-6,1.0e-6
1.0e-6,1.0e-6,0.0
3.4975969883029165,3.4975969883029165,-9.99990902528225e-7
0.0,0.0,9.999909353907996e-7
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0e-6,1.0e-6,1.0e-6
2.8748964689297054,2.8748964689297054,0.09421374820033179
0.0,0.0,0.0
1.5001229897542316,1.5001229897542316,2.393114118969038
7.266035089742218,7.266035089742218,0.7977027063445803
4.338472870765575,4.338472870765575,0.7977027063326476
1.8684095047939444,1.8684095047939444,0.0
1.0000000451971831e-6,1.0000000451971831e-6,0.0
0.0,0.0,0.0
0.0,0.0,2.6040810130229482e-15
1.780794403437701,1.780794403437701,0.0
9.999999974752427e-7,9.999999974752427e-7,1.8189894035458565e-12
1.5001229897542445,1.5001229897542445,2.393114118969088
-13.756699846116476,-13.756699846116476,-3.379243321711556
3.2445836482526147,3.2445836482526147,0.09421274820385861
0.0,0.0,0.0
-9.999999974752427e-7,-9.999999974752427e-7,-9.999999974752427e-7
0.0,0.0,0.0
0.0,0.0,0.0
2.8748964689275454,2.8748964689275454,0.0942137481941927
0.0,0.0,0.0
0.0,0.0,0.0
18.75998905626975,18.75998905626975,5.960782937077799
0.0,0.0,4.880440986137349
1.8684095047939309,1.8684095047939309,0.0
10.817442762598489,10.817442762598489,3.0274983426380686
4.622987341557579,4.622987341557579,0.0
3.4975969883029663,3.4975969883029663,0.0
0.0,0.0,0.0
2.768106233072217,2.768106233072217,-1.595411412636281
-7.266035089743468,-7.266035089743468,-0.7977027063421929
1.5001229897542445,1.5001229897542445,2.393114118969088
-6.753427785758504,-6.753427785758504,-0.7977027063421929
1.260513695968143,1.260513695968143,-3.410605131648481e-13
0.9819034026075921,0.9819034026075921,0.0
0.0,0.0,9.999903738042066e-7
0.0,0.0,0.0
9.99999087980541e-7,9.99999087980541e-7,-9.999984058595146e-7
1.2551798897282764,1.2551798897282764,0.0
-1.0000001111620804e-6,-1.0000001111620804e-6,-0.7977027063358264
0.753783777859212,0.753783777859212,1.595409412645381
-0.7463392118950196,-0.7463392118950196,-0.7977047063236569
0.0,0.0,0.0
1.0e-6,1.0e-6,0.0
2.87489646892668,2.87489646892668,0.09421374819810073
-2.874897468926406,-2.874897468926406,-0.09421374819828543
0.43874056431002373,0.43874056431002373,0.7977047063227474
0.0,0.0,0.0
0.43874056431002373,0.43874056431002373,0.7977047063227474
0.3150432135489609,0.3150432135489609,0.7977047063227474
3.4975969883029165,3.4975969883029165,-9.99990902528225e-7
