x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95
-4.194995625000047,-4.194994624999254,-1.0000010206567822e-6,-3.410605131648481e-13,-3.410605131648481e-13,-1.0000010206567822e-6,4.547473508864641e-13,0.0,9.999999974752427e-7,-1.0000007932831068e-6,8.39,7.500040055674617e-7,0.0,-2.7284841053187847e-12,0.0,0.0,-1.0000007932831068e-6,4.194999624999809,-1.0000007932831068e-6,1.0e-6,0.1115875852894045,-1.0e-6,2.519974788717149e-12,1.0e-6,1.0e-6,0.0,0.0,0.0,-2.0397054389871853e-14,1.000000321275078e-6,4.195000624997946,-4.19499862501209,1.0e-6,1.2210676619269856e-15,-1.0000002248489182e-6,0.0,4.1949996250139066,1.0e-6,1.0e-6,-1.375610736431554e-11,1.3467666245085045e-11,0.0,4.1949956249981355,9.99999999608076e-7,0.0,-9.99999087980541e-7,0.0,0.0,4.1949996250004915,0.0,0.0,2.0397054440071118e-14,-1.0000002248489182e-6,0.0,0.0,-1.0000003385357559e-6,0.0,4.19499862501209,4.547473508864641e-13,0.0,-1.0000007932831068e-6,0.0,0.0,-9.99999087980541e-7,0.0,0.0,1.0e-6,0.0,1.0000002248489182e-6,0.0,1.0000019454255575e-6,0.0,4.1949956249981355,0.0,-4.194999624999468,-2.823443157514438e-22,-4.194999624999582,-4.1949996250139066,9.999997224515283e-7,0.0,0.0,1.0000001111620804e-6,4.194998625000139,-1.0000002248489182e-6,-1.3528733688872308e-11,-1.3528733688872308e-11,0.0,1.0e-6,0.0,0.0,-6.821210263296962e-12,1.0000008795664752e-6,-6.821210263296962e-12,-6.821210263296962e-12,-1.375610736431554e-11
