x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95
0.0713713296864853,0.0713703296867152,1.0000143220167956e-6,3.268949170671135,3.268949170671135,1.0000143220167956e-6,4.547473508864641e-13,2.9377503242657506,9.999999974752427e-7,9.999996564147295e-7,8.39,20.55650332079381,0.3069810421784027,-10.151879130218731,3.2689491706715827,19.665319024396634,1.000014208329958e-6,6.256727020604103,9.999996564147295e-7,-1.0e-6,-0.0713703296860316,-1.0e-6,10.151879130219763,-1.0e-6,0.0,-1.0e-6,-1.0e-6,-3.845471201884359,-1.0e-6,-1.0e-6,6.158024706096338,12.388040833869809,-1.0e-6,-1.0e-6,-1.6739032267904577,-9.832659512198317,-1.129291159885156,-1.0e-6,-1.0e-6,3.381192119610887,0.0,0.0,0.0,0.0,1.0e-6,2.937752324266853,1.0e-6,0.47677811888547694,6.7159706597039985,3.845471201884359,0.07849405248503326,9.9999999991078e-7,-1.5954091743054732,0.0,0.0,1.0000001111620804e-6,0.4767781188855051,-12.388040833869809,3.268949170671931,0.0,1.000014208329958e-6,7.544843717739583e-16,1.0e-6,1.565531239007214,0.0,1.3722220852596725,16.727567700130884,0.0,1.6739032267904577,9.832659512198347,4.348080390860887,3.3811921195960304,0.0,3.305761969352261,-6.715970659702975,0.4767781188855051,-6.256727020603989,1.129291159885156,2.2519009597249204,0.0,0.0,-1.0000005659094313e-6,0.0,9.999996564147295e-7,0.0971941061339976,-0.37958401275147935,1.0000000001484541e-6,0.0,2.9377513242657507,-2.9377503242657212,0.10400713118019667,0.0,0.10400713118019667,-0.006813025046199073,3.381192119610887
